Date,High,Low,Open,Close,Volume,Adj Close,ticker
2018-01-02,100.19000244140625,99.11000061035156,99.11000061035156,100.19000244140625,4895600.0,96.10538482666016,XLY
2018-01-03,100.7300033569336,100.2699966430664,100.29000091552734,100.6500015258789,5319000.0,96.54666137695312,XLY
2018-01-04,101.11000061035156,100.45999908447266,101.04000091552734,100.9800033569336,3457400.0,96.86320495605469,XLY
2018-01-05,101.83000183105469,101.19999694824219,101.43000030517578,101.77999877929688,4294400.0,97.63056945800781,XLY
2018-01-08,102.06999969482422,101.69999694824219,101.83000183105469,101.9000015258789,2670000.0,97.74566650390625,XLY
2018-01-09,102.33999633789062,101.76000213623047,102.19999694824219,102.0999984741211,3160900.0,97.93753051757812,XLY
2018-01-10,102.16999816894531,101.48999786376953,101.7300033569336,102.02999877929688,2838900.0,97.8703842163086,XLY
2018-01-11,103.69999694824219,102.18000030517578,102.27999877929688,103.69000244140625,3622700.0,99.46271514892578,XLY
2018-01-12,105.06999969482422,103.76000213623047,103.88999938964844,105.02999877929688,4037800.0,100.74808502197266,XLY
2018-01-16,106.0199966430664,104.01000213623047,105.55999755859375,104.27999877929688,9251600.0,100.0286636352539,XLY
2018-01-17,104.98999786376953,104.12000274658203,104.7699966430664,104.77999877929688,6656100.0,100.50826263427734,XLY
2018-01-18,104.91999816894531,104.41999816894531,104.73999786376953,104.69000244140625,3292300.0,100.42195129394531,XLY
2018-01-19,105.61000061035156,104.87000274658203,105.19000244140625,105.5999984741211,3760400.0,101.29484558105469,XLY
2018-01-22,106.7699966430664,105.5,105.58999633789062,106.7699966430664,7752300.0,102.4171371459961,XLY
2018-01-23,107.80000305175781,107.12999725341797,107.33999633789062,107.66999816894531,4154900.0,103.28045654296875,XLY
2018-01-24,108.76000213623047,107.16000366210938,108.1500015258789,108.12999725341797,6463800.0,103.72169494628906,XLY
2018-01-25,108.66999816894531,107.47000122070312,108.58999633789062,107.94000244140625,5070800.0,103.53944396972656,XLY
2018-01-26,109.0,107.91000366210938,108.18000030517578,109.0,3916300.0,104.55622863769531,XLY
2018-01-29,109.33999633789062,108.45999908447266,108.88999938964844,108.69999694824219,6355200.0,104.26846313476562,XLY
2018-01-30,108.58000183105469,107.54000091552734,107.88999938964844,108.16000366210938,5284100.0,103.75048828125,XLY
2018-01-31,109.04000091552734,107.58000183105469,108.66000366210938,107.80999755859375,9451100.0,103.41474151611328,XLY
2018-02-01,107.97000122070312,106.5199966430664,107.13999938964844,106.61000061035156,9353400.0,102.26367950439453,XLY
2018-02-02,107.98999786376953,105.36000061035156,107.06999969482422,105.58999633789062,10690700.0,101.28524017333984,XLY
2018-02-05,106.2300033569336,101.0999984741211,104.70999908447266,102.02999877929688,23046500.0,97.8703842163086,XLY
2018-02-06,104.8499984741211,99.73999786376953,100.0,104.63999938964844,22332500.0,100.37397003173828,XLY
2018-02-07,106.19000244140625,104.29000091552734,104.72000122070312,104.31999969482422,13137000.0,100.0670394897461,XLY
2018-02-08,104.7300033569336,100.08000183105469,104.45999908447266,100.16000366210938,15742000.0,96.07662963867188,XLY
2018-02-09,101.66999816894531,97.0999984741211,101.13999938964844,100.83000183105469,21397600.0,96.71930694580078,XLY
2018-02-12,102.7699966430664,100.75,101.79000091552734,102.19999694824219,12559500.0,98.033447265625,XLY
2018-02-13,102.97000122070312,101.62000274658203,101.79000091552734,102.7300033569336,5150800.0,98.5418472290039,XLY
2018-02-14,104.56999969482422,102.16000366210938,102.23999786376953,104.37000274658203,6731300.0,100.114990234375,XLY
2018-02-15,105.30000305175781,103.87000274658203,105.0,105.30000305175781,5590800.0,101.00707244873047,XLY
2018-02-16,105.62999725341797,104.55999755859375,104.97000122070312,104.79000091552734,4748600.0,100.51786041259766,XLY
2018-02-20,105.5999984741211,104.05999755859375,104.51000213623047,104.47000122070312,5875700.0,100.21090698242188,XLY
2018-02-21,106.01000213623047,104.31999969482422,104.94000244140625,104.31999969482422,4953100.0,100.0670394897461,XLY
2018-02-22,105.25,104.13999938964844,104.83000183105469,104.44999694824219,4443800.0,100.19171905517578,XLY
2018-02-23,105.91000366210938,104.55999755859375,105.05000305175781,105.91000366210938,2993000.0,101.59220886230469,XLY
2018-02-26,106.80000305175781,106.05000305175781,106.30999755859375,106.80000305175781,3898400.0,102.4459228515625,XLY
2018-02-27,106.9000015258789,104.5199966430664,106.9000015258789,104.54000091552734,6284600.0,100.27804565429688,XLY
2018-02-28,105.54000091552734,104.05000305175781,105.0999984741211,104.06999969482422,6049400.0,99.82722473144531,XLY
2018-03-01,104.68000030517578,101.91999816894531,104.18000030517578,102.94999694824219,9530300.0,98.75289916992188,XLY
2018-03-02,103.2300033569336,101.29000091552734,101.80999755859375,103.05000305175781,7265400.0,98.84881591796875,XLY
2018-03-05,104.5,102.41999816894531,102.66999816894531,104.27999877929688,4994000.0,100.0286636352539,XLY
2018-03-06,105.05000305175781,104.06999969482422,104.76000213623047,105.0,7575900.0,100.71929931640625,XLY
2018-03-07,104.54000091552734,103.44000244140625,103.95999908447266,104.29000091552734,5263700.0,100.03824615478516,XLY
2018-03-08,104.80000305175781,104.30000305175781,104.69000244140625,104.62000274658203,4036500.0,100.35479736328125,XLY
2018-03-09,106.2699966430664,105.04000091552734,105.33000183105469,106.23999786376953,3624700.0,101.90873718261719,XLY
2018-03-12,107.02999877929688,106.33999633789062,106.58999633789062,106.58999633789062,4256600.0,102.2444839477539,XLY
2018-03-13,107.4000015258789,105.66999816894531,107.18000030517578,105.83999633789062,5662900.0,101.52505493164062,XLY
2018-03-14,106.52999877929688,105.44000244140625,106.38999938964844,105.70999908447266,5122700.0,101.40035247802734,XLY
2018-03-15,106.1500015258789,105.41999816894531,105.91999816894531,105.5999984741211,3839800.0,101.29484558105469,XLY
2018-03-16,105.87000274658203,105.16999816894531,105.31999969482422,105.18000030517578,3346800.0,101.18901062011719,XLY
2018-03-19,104.83000183105469,103.11000061035156,104.79000091552734,103.87000274658203,5727400.0,99.9287338256836,XLY
2018-03-20,104.63999938964844,104.01000213623047,104.05999755859375,104.48999786376953,3706700.0,100.52519226074219,XLY
2018-03-21,105.19999694824219,104.08999633789062,104.62000274658203,104.41000366210938,5269700.0,100.4482421875,XLY
2018-03-22,103.86000061035156,102.13999938964844,103.5999984741211,102.19000244140625,6906800.0,98.31246948242188,XLY
2018-03-23,102.75,100.1500015258789,102.4800033569336,100.18000030517578,8944600.0,96.37872314453125,XLY
2018-03-26,103.23999786376953,100.80999755859375,101.80000305175781,103.13999938964844,7280300.0,99.2264175415039,XLY
2018-03-27,103.77999877929688,100.47000122070312,103.55999755859375,101.12000274658203,6256300.0,97.2830810546875,XLY
2018-03-28,101.20999908447266,99.18000030517578,100.54000091552734,99.88999938964844,12974400.0,96.0997314453125,XLY
2018-03-29,101.79000091552734,99.27999877929688,100.0,101.29000091552734,7642500.0,97.44662475585938,XLY
2018-04-02,100.81999969482422,97.4800033569336,100.68000030517578,98.43000030517578,11888300.0,94.69514465332031,XLY
2018-04-03,100.22000122070312,98.26000213623047,99.01000213623047,99.68000030517578,7307900.0,95.89769744873047,XLY
2018-04-04,101.70999908447266,98.06999969482422,98.16999816894531,101.51000213623047,7442800.0,97.65827941894531,XLY
2018-04-05,103.19999694824219,101.80000305175781,102.37000274658203,102.87000274658203,4231500.0,98.96665954589844,XLY
2018-04-06,102.79000091552734,100.02999877929688,101.87999725341797,100.68000030517578,8764900.0,96.85977172851562,XLY
2018-04-09,101.9800033569336,100.33999633789062,101.38999938964844,100.44000244140625,4260100.0,96.6288833618164,XLY
2018-04-10,101.93000030517578,100.75,101.7300033569336,101.66000366210938,6412200.0,97.80257415771484,XLY
2018-04-11,102.2699966430664,101.0,101.23999786376953,101.3499984741211,4790100.0,97.50434875488281,XLY
2018-04-12,102.37999725341797,101.43000030517578,101.97000122070312,101.79000091552734,3057400.0,97.92765808105469,XLY
2018-04-13,102.51000213623047,100.8499984741211,102.33000183105469,101.22000122070312,4434200.0,97.3792724609375,XLY
2018-04-16,102.37000274658203,101.38999938964844,101.8499984741211,101.9800033569336,4240500.0,98.11043548583984,XLY
2018-04-17,104.08000183105469,102.97000122070312,102.97000122070312,103.87999725341797,4075500.0,99.9383316040039,XLY
2018-04-18,104.87000274658203,104.1500015258789,104.23999786376953,104.37000274658203,3298300.0,100.40975189208984,XLY
2018-04-19,104.62999725341797,103.54000091552734,104.38999938964844,104.04000091552734,8064500.0,100.09228515625,XLY
2018-04-20,104.2699966430664,102.55999755859375,104.12999725341797,102.9800033569336,6255100.0,99.07250213623047,XLY
2018-04-23,103.87000274658203,102.58000183105469,103.16000366210938,103.19999694824219,7041000.0,99.28414154052734,XLY
2018-04-24,103.98999786376953,101.02999877929688,103.77999877929688,101.56999969482422,6702000.0,97.71599578857422,XLY
2018-04-25,102.23999786376953,100.5199966430664,101.37999725341797,101.98999786376953,9397300.0,98.12004852294922,XLY
2018-04-26,103.83999633789062,102.38999938964844,102.5999984741211,103.63999938964844,6484700.0,99.70745086669922,XLY
